2019/01/31 19:38:01 File name nextFiles: .viminfz.tmp, Is a dir: %!s(bool=false)
2019/01/31 19:38:01 File name nextFiles: .vimrc, Is a dir: %!s(bool=false)
2019/01/31 19:38:01 File name nextFiles: .w3m, Is a dir: %!s(bool=true)
2019/01/31 19:38:01 File name nextFiles: .wget-hsts, Is a dir: %!s(bool=false)
2019/01/31 19:38:01 File name nextFiles: .wine, Is a dir: %!s(bool=true)
2019/01/31 19:38:01 File name nextFiles: .xinitrc, Is a dir: %!s(bool=false)
2019/01/31 19:38:01 File name nextFiles: .xprofile, Is a dir: %!s(bool=false)
2019/01/31 19:38:01 File name nextFiles: .xsession-errors, Is a dir: %!s(bool=false)
2019/01/31 19:38:01 File name nextFiles: .xsession-errors.old, Is a dir: %!s(bool=false)
2019/01/31 19:38:02 File name nextFiles: .zcompdump, Is a dir: %!s(bool=false)
2019/01/31 19:38:02 File name nextFiles: .zdirs, Is a dir: %!s(bool=false)
2019/01/31 19:38:02 File name nextFiles: .zsh_history, Is a dir: %!s(bool=false)
2019/01/31 19:38:02 File name nextFiles: .zshrc, Is a dir: %!s(bool=false)
2019/01/31 19:38:02 File name nextFiles: .zshrc.zwc, Is a dir: %!s(bool=false)
2019/01/31 19:38:02 File name nextFiles: 2019-01-12-162103_3840x1344_scrot.png, Is a dir: %!s(bool=false)
2019/01/31 19:38:02 File name nextFiles: 2019-01-15-162516_3840x1344_scrot.png, Is a dir: %!s(bool=false)
2019/01/31 19:38:02 File name nextFiles: 69subs.mp4, Is a dir: %!s(bool=false)
2019/01/31 19:38:02 File name nextFiles: 750gb.vmdk, Is a dir: %!s(bool=false)
2019/01/31 19:38:02 File name nextFiles: 8k.png, Is a dir: %!s(bool=false)
2019/01/31 19:38:02 File name nextFiles: 8kDec.png, Is a dir: %!s(bool=false)
2019/01/31 19:38:02 File name nextFiles: 8kTemp, Is a dir: %!s(bool=false)
2019/01/31 19:38:02 File name nextFiles: Analysis.md, Is a dir: %!s(bool=false)
2019/01/31 19:38:02 File name nextFiles: Analysis.pdf, Is a dir: %!s(bool=false)
2019/01/31 19:38:02 File name nextFiles: ArchUSB.vmdk, Is a dir: %!s(bool=false)
2019/01/31 19:38:02 File name nextFiles: Boscaceoil, Is a dir: %!s(bool=true)
2019/01/31 19:38:02 File name nextFiles: Buildozer VM-disk001.vmdk, Is a dir: %!s(bool=false)
2019/01/31 19:38:02 File name nextFiles: Buildozer VM.ovf, Is a dir: %!s(bool=false)
2019/01/31 19:38:02 File name nextFiles: Camera Pics, Is a dir: %!s(bool=true)
2019/01/31 19:38:02 File name nextFiles: Camera Roll, Is a dir: %!s(bool=true)
2019/01/31 19:38:02 File name nextFiles: DecryptionTest, Is a dir: %!s(bool=false)
2019/01/31 19:38:02 File name nextFiles: DerpPlusPlus, Is a dir: %!s(bool=true)
2019/01/31 19:38:02 File name nextFiles: Desktop, Is a dir: %!s(bool=true)
2019/01/31 19:38:02 File name nextFiles: Documents, Is a dir: %!s(bool=true)
2019/01/31 19:38:02 File name nextFiles: Downloads, Is a dir: %!s(bool=true)
2019/01/31 19:38:03 File name nextFiles: EmmaColcloughCV, Is a dir: %!s(bool=true)
2019/01/31 19:38:03 File name nextFiles: EncryptedDir, Is a dir: %!s(bool=true)
2019/01/31 19:38:03 File name nextFiles: Games, Is a dir: %!s(bool=true)
2019/01/31 19:38:03 File name nextFiles: GentooMin, Is a dir: %!s(bool=true)
2019/01/31 19:38:03 File name nextFiles: GentooMin.iso, Is a dir: %!s(bool=false)
2019/01/31 19:38:03 File name nextFiles: Important images, Is a dir: %!s(bool=true)
2019/01/31 19:38:03 File name nextFiles: Music, Is a dir: %!s(bool=true)
2019/01/31 19:38:03 File name nextFiles: NEA Guide.pdf, Is a dir: %!s(bool=false)
2019/01/31 19:38:03 File name nextFiles: NEA Guide.zip, Is a dir: %!s(bool=false)
2019/01/31 19:38:03 File name nextFiles: OBS, Is a dir: %!s(bool=true)
2019/01/31 19:38:03 File name nextFiles: OLDPROJECT, Is a dir: %!s(bool=true)
2019/01/31 19:38:03 File name nextFiles: PRET, Is a dir: %!s(bool=true)
2019/01/31 19:38:03 File name nextFiles: Personal Statement plan.docx, Is a dir: %!s(bool=false)
2019/01/31 19:38:03 File name nextFiles: Pictures, Is a dir: %!s(bool=true)
2019/01/31 19:38:03 File name nextFiles: Planets (copy), Is a dir: %!s(bool=true)
2019/01/31 19:38:03 File name nextFiles: PlanetsCli, Is a dir: %!s(bool=true)
2019/01/31 19:38:03 File name nextFiles: PlanetsExp, Is a dir: %!s(bool=true)
2019/01/31 19:38:03 File name nextFiles: PlayOnLinux's virtual drives, Is a dir: %!s(bool=false)
2019/01/31 19:38:03 File name nextFiles: PlotsTemp, Is a dir: %!s(bool=true)
2019/01/31 19:38:03 File name nextFiles: Public, Is a dir: %!s(bool=true)
2019/01/31 19:38:04 File name nextFiles: Reaper, Is a dir: %!s(bool=true)
2019/01/31 19:38:04 File name nextFiles: Saved Pictures, Is a dir: %!s(bool=true)
2019/01/31 19:38:05 File name nextFiles: Screenshot from 2018-10-06 14-12-48.png, Is a dir: %!s(bool=false)
2019/01/31 19:38:05 File name nextFiles: Screenshot from 2018-12-21 16-12-15.png, Is a dir: %!s(bool=false)
2019/01/31 19:38:05 File name nextFiles: Screenshot from 2019-01-27 18-45-09.png, Is a dir: %!s(bool=false)
2019/01/31 19:38:05 File name nextFiles: Sony Vegas Pro 14, Is a dir: %!s(bool=true)
2019/01/31 19:38:05 File name nextFiles: SrtVisual, Is a dir: %!s(bool=true)
2019/01/31 19:38:05 File name nextFiles: Templates, Is a dir: %!s(bool=true)
2019/01/31 19:38:05 File name nextFiles: Uplay, Is a dir: %!s(bool=true)
2019/01/31 19:38:05 File name nextFiles: Videos, Is a dir: %!s(bool=true)
2019/01/31 19:38:06 File name nextFiles: VirtualBox VMs, Is a dir: %!s(bool=true)
2019/01/31 19:38:06 File name nextFiles: Write-up.html, Is a dir: %!s(bool=false)
2019/01/31 19:38:06 File name nextFiles: Write-up.md, Is a dir: %!s(bool=false)
2019/01/31 19:38:06 File name nextFiles: __pycache__, Is a dir: %!s(bool=true)
2019/01/31 19:38:06 File name nextFiles: a.out, Is a dir: %!s(bool=false)
2019/01/31 19:38:06 File name nextFiles: a.txt, Is a dir: %!s(bool=false)
2019/01/31 19:38:06 File name nextFiles: aDec.txt, Is a dir: %!s(bool=false)
2019/01/31 19:38:06 File name nextFiles: aaa, Is a dir: %!s(bool=true)
2019/01/31 19:38:06 File name nextFiles: alph.txt, Is a dir: %!s(bool=false)
2019/01/31 19:38:06 File name nextFiles: blake.go, Is a dir: %!s(bool=false)
2019/01/31 19:38:06 File name nextFiles: blakeBuff.go, Is a dir: %!s(bool=false)
2019/01/31 19:38:06 File name nextFiles: blakeOld.go, Is a dir: %!s(bool=false)
2019/01/31 19:38:06 File name nextFiles: bubble.go, Is a dir: %!s(bool=false)
2019/01/31 19:38:06 File name nextFiles: bubbleCpp, Is a dir: %!s(bool=false)
2019/01/31 19:38:06 File name nextFiles: buildozer, Is a dir: %!s(bool=true)
2019/01/31 19:38:06 File name nextFiles: c, Is a dir: %!s(bool=false)
2019/01/31 19:38:06 File name nextFiles: casio-gcc, Is a dir: %!s(bool=true)
2019/01/31 19:38:06 File name nextFiles: casioTests, Is a dir: %!s(bool=true)
2019/01/31 19:38:06 File name nextFiles: client, Is a dir: %!s(bool=true)
2019/01/31 19:38:06 File name nextFiles: countDir, Is a dir: %!s(bool=false)
2019/01/31 19:38:06 File name nextFiles: countDir.go, Is a dir: %!s(bool=false)
2019/01/31 19:38:06 File name nextFiles: creepMiner-1.8.3.0, Is a dir: %!s(bool=true)
2019/01/31 19:38:06 File name nextFiles: cud.go, Is a dir: %!s(bool=false)
2019/01/31 19:38:06 File name nextFiles: cuda-workspace, Is a dir: %!s(bool=true)
2019/01/31 19:38:06 File name nextFiles: cuda.py, Is a dir: %!s(bool=false)
2019/01/31 19:38:07 File name nextFiles: curse.py, Is a dir: %!s(bool=false)
2019/01/31 19:38:07 File name nextFiles: decTemp.iso, Is a dir: %!s(bool=false)
2019/01/31 19:38:07 File name nextFiles: decryptedTestFolder, Is a dir: %!s(bool=true)
2019/01/31 19:38:07 File name nextFiles: dep1.py, Is a dir: %!s(bool=false)
2019/01/31 19:38:07 File name nextFiles: dep2.py, Is a dir: %!s(bool=false)
2019/01/31 19:38:07 File name nextFiles: display.sh, Is a dir: %!s(bool=false)
2019/01/31 19:38:07 File name nextFiles: displayPos.sh, Is a dir: %!s(bool=false)
2019/01/31 19:38:07 File name nextFiles: dumbDiscordBot.py, Is a dir: %!s(bool=false)
2019/01/31 19:38:07 File name nextFiles: egg, Is a dir: %!s(bool=false)
2019/01/31 19:38:07 File name nextFiles: egg.go, Is a dir: %!s(bool=false)
2019/01/31 19:38:07 File name nextFiles: egg.png, Is a dir: %!s(bool=false)
2019/01/31 19:38:07 File name nextFiles: egg.txt, Is a dir: %!s(bool=false)
2019/01/31 19:38:07 File name nextFiles: eggBoi, Is a dir: %!s(bool=true)
2019/01/31 19:38:07 File name nextFiles: eggg, Is a dir: %!s(bool=true)
2019/01/31 19:38:07 File name nextFiles: eggg.iso, Is a dir: %!s(bool=false)
2019/01/31 19:38:07 File name nextFiles: eggo, Is a dir: %!s(bool=false)
2019/01/31 19:38:07 File name nextFiles: eggo.go, Is a dir: %!s(bool=false)
2019/01/31 19:38:07 File name nextFiles: ex.go, Is a dir: %!s(bool=false)
2019/01/31 19:38:07 File name nextFiles: example.py, Is a dir: %!s(bool=false)
2019/01/31 19:38:07 File name nextFiles: fib, Is a dir: %!s(bool=false)
2019/01/31 19:38:07 File name nextFiles: fib.go, Is a dir: %!s(bool=false)
2019/01/31 19:38:07 File name nextFiles: fibCpp, Is a dir: %!s(bool=false)
2019/01/31 19:38:07 File name nextFiles: first.class, Is a dir: %!s(bool=false)
2019/01/31 19:38:07 File name nextFiles: first.java, Is a dir: %!s(bool=false)
2019/01/31 19:38:07 File name nextFiles: firstCpp, Is a dir: %!s(bool=false)
2019/01/31 19:38:08 File name nextFiles: folderWithEncFiles, Is a dir: %!s(bool=true)
2019/01/31 19:38:08 File name nextFiles: gcse.py, Is a dir: %!s(bool=false)
2019/01/31 19:38:08 File name nextFiles: geckodriver.log, Is a dir: %!s(bool=false)
2019/01/31 19:38:08 File name nextFiles: .vimrc, Is a dir: %!s(bool=false)
2019/01/31 19:38:08 File name nextFiles: .creepMiner, Is a dir: %!s(bool=true)
2019/01/31 19:38:08 File name nextFiles: .$thumbs, Is a dir: %!s(bool=true)
2019/01/31 19:38:09 File name nextFiles: .$thumbs, Is a dir: %!s(bool=true)
2019/01/31 19:38:09 File name nextFiles: .$thumbs, Is a dir: %!s(bool=true)
2019/01/31 19:38:09 File name nextFiles: .$thumbs, Is a dir: %!s(bool=true)
